Source,Category or Key Word,NAICS 6 Code,NAICS 6 Title
Google Maps,Community foundations,813211,Grantmaking Foundations 
Google Maps,Scholarship trusts,813211,Grantmaking Foundations 
Google Maps,Philanthropic trusts,813211,Grantmaking Foundations 
Google Maps,Grantmaking foundations,813211,Grantmaking Foundations 
Google Maps,"Corporate foundations, awarding grants",813211,Grantmaking Foundations 
Google Maps,foundation,813211,Grantmaking Foundations 
Overture,charity organization,813211,Grantmaking Foundations 
LinkedIn,Fund-Raising,813211,Grantmaking Foundations 
Google Maps,Religious Institutions,813110,Religious Organizations 
Google Maps,Diocese,813110,Religious Organizations 
Google Maps,"Church, Diocese, Mosque",813110,Religious Organizations 
Google Maps,Churches,813110,Religious Organizations 
Google Maps,"Temples, religious",813110,Religious Organizations 
Google Maps,Synagogues,813110,Religious Organizations 
Google Maps,"Shrines, religious",813110,Religious Organizations 
Google Maps,"Mosques, religious",813110,Religious Organizations 
Google Maps,Monasteries ,813110,Religious Organizations 
Google Maps,Marae,813110,Religious Organizations 
Google Maps,religious organisation,813110,Religious Organizations 
Google Maps,church supply store,813110,Religious Organizations 
Google Maps,new age church,813110,Religious Organizations 
Google Maps,parsi temple,813110,Religious Organizations 
Google Maps,basilica,813110,Religious Organizations 
Google Maps,bahá'í house of worship,813110,Religious Organizations 
Google Maps,hindu priest,813110,Religious Organizations 
Google Maps,taoist temple,813110,Religious Organizations 
Google Maps,abundant life church,813110,Religious Organizations 
Google Maps,ashram,813110,Religious Organizations 
Google Maps,deaf church,813110,Religious Organizations 
Google Maps,religious book store,813110,Religious Organizations 
Google Maps,armenian church,813110,Religious Organizations 
Google Maps,cathedral,813110,Religious Organizations 
Google Maps,abbey,813110,Religious Organizations 
Google Maps,moravian church,813110,Religious Organizations 
Google Maps,disciples of christ church,813110,Religious Organizations 
Google Maps,jain temple,813110,Religious Organizations 
Google Maps,messianic synagogue,813110,Religious Organizations 
Google Maps,congregation,813110,Religious Organizations 
Google Maps,catholic cathedral,813110,Religious Organizations 
Google Maps,russian orthodox church,813110,Religious Organizations 
Google Maps,quaker church,813110,Religious Organizations 
Google Maps,clergyman,813110,Religious Organizations 
Google Maps,unity church,813110,Religious Organizations 
Google Maps,eastern orthodox church,813110,Religious Organizations 
Google Maps,convent,813110,Religious Organizations 
Google Maps,gurudwara,813110,Religious Organizations 
Google Maps,vineyard church,813110,Religious Organizations 
Google Maps,alliance church,813110,Religious Organizations 
Google Maps,conservative synagogue,813110,Religious Organizations 
Google Maps,parish,813110,Religious Organizations 
Google Maps,greek orthodox church,813110,Religious Organizations 
Google Maps,monastery,813110,Religious Organizations 
Google Maps,reform synagogue,813110,Religious Organizations 
Google Maps,foursquare church,813110,Religious Organizations 
Google Maps,gospel church,813110,Religious Organizations 
Google Maps,wesleyan church,813110,Religious Organizations 
Google Maps,friends church,813110,Religious Organizations 
Google Maps,full gospel church,813110,Religious Organizations 
Google Maps,korean church,813110,Religious Organizations 
Google Maps,hispanic church,813110,Religious Organizations 
Google Maps,calvary chapel church,813110,Religious Organizations 
Google Maps,unitarian universalist church,813110,Religious Organizations 
Google Maps,reformed church,813110,Religious Organizations 
Google Maps,anglican church,813110,Religious Organizations 
Google Maps,mission,813110,Religious Organizations 
Google Maps,mennonite church,813110,Religious Organizations 
Google Maps,chapel,813110,Religious Organizations 
Google Maps,spiritist center,813110,Religious Organizations 
Google Maps,united church of christ,813110,Religious Organizations 
Google Maps,orthodox church,813110,Religious Organizations 
Google Maps,religious destination,813110,Religious Organizations 
Google Maps,hindu temple,813110,Religious Organizations 
Google Maps,religious goods store,813110,Religious Organizations 
Google Maps,orthodox synagogue,813110,Religious Organizations 
Google Maps,protestant church,813110,Religious Organizations 
Google Maps,evangelical church,813110,Religious Organizations 
Google Maps,buddhist temple,813110,Religious Organizations 
Google Maps,church of the nazarene,813110,Religious Organizations 
Google Maps,assemblies of god church,813110,Religious Organizations 
Google Maps,apostolic church,813110,Religious Organizations 
Google Maps,synagogue,813110,Religious Organizations 
Google Maps,church of jesus christ of latter-day saints,813110,Religious Organizations 
Google Maps,mosque,813110,Religious Organizations 
Google Maps,seventh-day adventist church,813110,Religious Organizations 
Google Maps,jehovah's witness kingdom hall,813110,Religious Organizations 
Google Maps,pentecostal church,813110,Religious Organizations 
Google Maps,episcopal church,813110,Religious Organizations 
Google Maps,non-denominational church,813110,Religious Organizations 
Google Maps,church of christ,813110,Religious Organizations 
Google Maps,lutheran church,813110,Religious Organizations 
Google Maps,place of worship,813110,Religious Organizations 
Google Maps,presbyterian church,813110,Religious Organizations 
Google Maps,religious institution,813110,Religious Organizations 
Google Maps,united methodist church,813110,Religious Organizations 
Google Maps,methodist church,813110,Religious Organizations 
Google Maps,christian church,813110,Religious Organizations 
Google Maps,catholic church,813110,Religious Organizations 
Google Maps,religious organization,813110,Religious Organizations 
Google Maps,baptist church,813110,Religious Organizations 
Google Maps,church,813110,Religious Organizations 
Overture,Gurdwara,813110,Religious Organizations 
Overture,church cathedral,813110,Religious Organizations 
Overture,jehovahs witness kingdom hall,813110,Religious Organizations 
Overture,convents and monasteries,813110,Religious Organizations 
Overture,shinto shrines,813110,Religious Organizations 
Overture,sikh temple,813110,Religious Organizations 
Overture,temple,813110,Religious Organizations 
