Name,Website,Country,Spider,Source,Count,Type,All the places Most Recent Link
Accenture,accenture.com,us,accenture,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,334,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/accenture.geojson
Accor,accor.com,us,accor,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"5,760",Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/accor.geojson
Ace Hardware,acehardware.com,us,ace_hardware_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"4,900",Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/ace_hardware_us.geojson
Action Coach,actioncoach.com,us,action,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"3,494",Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/action.geojson
Adidas,adidas.com,,adidas,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/adidas.geojson
Admiralslots,admiralslots.co.uk,gb,admiralslots_gb,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,307,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/admiralslots_gb.geojson
Advance Auto Parts,advanceautoparts.com,us,advance_auto_parts_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"4,073",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/advance_auto_parts_us.geojson
American Eagle Outfitters,ae.com,,american_eagle_outfitters,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,470",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/american_eagle_outfitters.geojson
Aeropostale,aeropostale.com,us,aeropostale_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,459,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/aeropostale_us.geojson
Aesop,aesop.com,,aesop,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,363,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/aesop.geojson
Agent Provocateur,agentprovocateur.com,,agent_provocateur,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,33,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/agent_provocateur.geojson
Alamo,alamo.com,,alamo,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,435",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/alamo.geojson
Alaska Commercial Company,alaskacommercial.com,us,alaska_commercial_company_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,40,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/alaska_commercial_company_us.geojson
Albertsons,albertsons.com,,albertsons,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"2,333",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/albertsons.geojson
Aldi,aldi.co.uk,gb,aldi_sud_gb,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,091",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/aldi_sud_gb.geojson
Aldi,aldi.com.au,au,aldi_sud_au,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,608,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/aldi_sud_au.geojson
Aldi,aldi.us,us,aldi_sud_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"2,665",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/aldi_sud_us.geojson
Allego,allego.com,,allego,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"12,231",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/allego.geojson
Allsaints,allsaints.com,,allsaints,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,266,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/allsaints.geojson
Allstate Insurance,allstate.com,us,allstate_insurance_agents_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"5,458",Agent,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/allstate_insurance_agents_us.geojson
Alltown Fresh,alltownfresh.com,us,alltown_fresh_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,17,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/alltown_fresh_us.geojson
Ally Fashion,allyfashion.com.au,au,ally_fashion_au,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,87,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/ally_fashion_au.geojson
Amart Furniture,amartfurniture.com.au,au,amart_furniture_au,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,65,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/amart_furniture_au.geojson
American Vintage,americanvintage.shop,,american_vintage,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,248,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/american_vintage.geojson
Amerigas,amerigas.com,,amerigas,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,492,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/amerigas.geojson
Ameriprise,ameriprise.com,us,ameriprise_us,https://alltheplaces-data.openaddresses.io/runs/2026-07-25-13-32-20/output/ameriprise_us.geojson,"1,820",Agent,https://alltheplaces-data.openaddresses.io/runs/2026-07-25-13-32-20/output/ameriprise_us.geojson
Amplifon,amplifonusa.com,,amplifon,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"4,543",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/amplifon.geojson
Anytime Fitness,anytimefitness.com,,anytime_fitness,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"5,614",Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/anytime_fitness.geojson
Anz,anz.com,,anz,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"4,041",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/anz.geojson
Ao Hostels,aohostels.com,,ao_hostels,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,44,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/ao_hostels.geojson
Apcoa,apcoa.co.uk,,apcoa,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"7,373",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/apcoa.geojson
Applebees,applebees.com,,applebees,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,454",Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/applebees.geojson
Arbys,arbys.ca,ca,arbys_ca,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,60,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/arbys_ca.geojson
Arbys,arbys.com,us,arbys_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"3,210",Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/arbys_us.geojson
Ardene,ardene.com,,ardene,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,235,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/ardene.geojson
Aristocrazy,aristocrazy.com,,aristocrazy,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,95,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/aristocrazy.geojson
Armand Thiery,armandthiery.fr,,armand_thiery,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,611,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/armand_thiery.geojson
Arvest Bank,arvest.com,us,arvest_bank_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,295,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/arvest_bank_us.geojson
Ashley Furniture,ashleyfurniture.com,,ashley_furniture,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,955",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/ashley_furniture.geojson
Aspen Dental,aspendental.com,us,aspen_dental_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,090",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/aspen_dental_us.geojson
Ati Physical Therapy,atipt.com,,ati_physical_therapy,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,707,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/ati_physical_therapy.geojson
AT&T,att.com,us,att_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,055",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/att_us.geojson
Audi,audi.com,,audi,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"7,296",Dealer,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/audi.geojson
Auntie Annes,auntieannes.com,,auntie_annes,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,381",Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/auntie_annes.geojson
Auntie Annes,auntieannes.com.uk,gb,auntie_annes_gb,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,45,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/auntie_annes_gb.geojson
Aurecon Group,aurecongroup.com,,aurecon_group,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/aurecon_group.geojson
Au Vieux Campeur,auvieuxcampeur.fr,,au_vieux_campeur,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,31,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/au_vieux_campeur.geojson
Aveda,aveda.com,,aveda,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,250,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/aveda.geojson
Averitt,averitt.com,,averitt,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,85,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/averitt.geojson
Avis,avis.com,,avis,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"3,309",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/avis.geojson
A&W Restaurants,awrestaurants.com,,aw_restaurants,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,394,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/aw_restaurants.geojson
Baja Fresh,bajafresh.com,us,baja_fresh_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,68,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/baja_fresh_us.geojson
Banfield Pet Hospital,banfield.com,,banfield_pet_hospital,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,004",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/banfield_pet_hospital.geojson
Bank Austria,bankaustria.at,at,bank_austria_at,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,146,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/bank_austria_at.geojson
Bank Of America,bankofamerica.com,,bank_of_america,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"5,697",Agent,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/bank_of_america.geojson
Bank Of Ireland,bankofireland.com,,bank_of_ireland,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,183,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/bank_of_ireland.geojson
Bannatyne,bannatyne.co.uk,gb,bannatyne_gb,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,67,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/bannatyne_gb.geojson
Barnes & Noble,barnesandnoble.com,us,barnes_and_noble_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,715,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/barnes_and_noble_us.geojson
Barre3,barre3.com,,barre3,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,195,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/barre3.geojson
Barrys,barrys.com,,barrys,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,104,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/barrys.geojson
Bash Boxing,bash-boxing.com,,bash,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"4,114",Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/bash.geojson
Baskin Robbins,baskinrobbins.ca,ca,baskin_robbins_ca,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,109,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/baskin_robbins_ca.geojson
Baskin Robbins,baskinrobbins.com,us,baskin_robbins_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"2,146",Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/baskin_robbins_us.geojson
Bassett Furniture,bassettfurniture.com,,bassett_furniture,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,97,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/bassett_furniture.geojson
Bass Pro Shops,basspro.com,,bass_pro_shops,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,146,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/bass_pro_shops.geojson
Bata,bata.com.my,,bata,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,084",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/bata.geojson
Bath & Body Works,bathandbodyworks.com,us,bath_and_body_works_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/bath_and_body_works_us.geojson
Bath & Body Works,bathandbodyworks.com.au,au,bath_and_body_works_au,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,22,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/bath_and_body_works_au.geojson
Batteries Plus Bulbs,batteriesplus.com,us,batteries_plus_bulbs_pr_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,677,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/batteries_plus_bulbs_pr_us.geojson
Bealls,bealls.com,us,bealls_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,600,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/bealls_us.geojson
Bed Bath N Table,bedbathntable.com.au,,bed_bath_n_table,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,188,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/bed_bath_n_table.geojson
Beef O Bradys,beefobradys.com,,beef_o_bradys,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,126,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/beef_o_bradys.geojson
Belk,belk.com,,belk,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/belk.geojson
Belle Tire,belletire.com,us,belle_tire_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,185,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/belle_tire_us.geojson
United Colors Of Benetton,benettonus.com,,united_colors_of_benetton,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"2,195",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/united_colors_of_benetton.geojson
Ben & Jerrys,benjerry.com,,ben_and_jerrys,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,256,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/ben_and_jerrys.geojson
Best Buy,bestbuy.ca,ca,best_buy_ca,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,314,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/best_buy_ca.geojson
Best Buy,bestbuy.com,,best_buy,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,"1,060",,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/best_buy.geojson
Best Friends,bestfriends.org.au,au,best_friends_au,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,47,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/best_friends_au.geojson
Best Western,bestwestern.com,,best_western,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/best_western.geojson
Bevmo,bevmo.com,us,bevmo_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/bevmo_us.geojson
Big 10 Mart,big10mart.com,us,big_10_mart_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,11,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/big_10_mart_us.geojson
Big 5 Sporting Goods,big5sportinggoods.com,us,big_5_sporting_goods_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,383,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/big_5_sporting_goods_us.geojson
The Big Biscuit,bigbiscuit.com,us,the_big_biscuit_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,29,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/the_big_biscuit_us.geojson
Biggby Coffee,biggby.com,us,biggby_coffee_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,495,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/biggby_coffee_us.geojson
Big Lots,biglots.com,us,big_lots_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,217,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/big_lots_us.geojson
Big O Tires,bigotires.ca,ca,big_o_tires_ca,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,8,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/big_o_tires_ca.geojson
Big O Tires,bigotires.com,us,big_o_tires_us,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,473,Franchise,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/big_o_tires_us.geojson
Big W,bigw.com.au,au,big_w_au,https://alltheplaces.xyz/spiders.html?page_length=-1&num_runs=1,178,,https://alltheplaces-data.openaddresses.io/runs/2026-07-18-13-32-19/output/big_w_au.geojson
